2019/11/25 18:41:12.61 work_queue_worker[1] debug: /home/cctools_BRUNO_bin/bin/work_queue_worker version 8.0.0 DEVELOPMENT (released 2019-11-06 16:35:57 +0000)
2019/11/25 18:41:12.61 work_queue_worker[1] debug: Built by root@2546322b0463 on 2019-11-06 16:35:57 +0000
2019/11/25 18:41:12.61 work_queue_worker[1] debug: System: Linux 2546322b0463 5.0.0-32-generic #34~18.04.2-Ubuntu SMP Thu Oct 10 10:36:02 UTC 2019 x86_64 x86_64 x86_64 GNU/Linux
2019/11/25 18:41:12.61 work_queue_worker[1] debug: Configuration: --prefix /home/cctools_BRUNO_bin
2019/11/25 18:41:12.61 work_queue_worker[1] wq: WORK_QUEUE_SANDBOX set to /tmp/worker-0-1.
2019/11/25 18:41:12.61 work_queue_worker[1] debug: error reading disk usage on directory: ./cache.
2019/11/25 18:41:12.61 work_queue_worker[1] dns: looking up name master
2019/11/25 18:41:12.61 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:41:14.61 work_queue_worker[1] dns: looking up name master
2019/11/25 18:41:14.61 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:41:16.61 work_queue_worker[1] dns: looking up name master
2019/11/25 18:41:16.62 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:41:18.63 work_queue_worker[1] debug: error reading disk usage on directory: ./cache.
2019/11/25 18:41:18.64 work_queue_worker[1] dns: looking up name master
2019/11/25 18:41:18.64 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:41:20.64 work_queue_worker[1] dns: looking up name master
2019/11/25 18:41:20.64 work_queue_worker[1] dns: master is 10.0.169.8
2019/11/25 18:41:20.64 work_queue_worker[1] tcp: connecting to 10.0.169.8 port 1026
2019/11/25 18:43:04.55 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:43:04.55 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:04.55 work_queue_worker[1] wq: rx from master: get file-0-975aee508f6ee77c30cf000ff595c235-mem.9.err 1
2019/11/25 18:43:04.55 work_queue_worker[1] wq: tx to master: file file-0-975aee508f6ee77c30cf000ff595c235-mem.9.err 416
2019/11/25 18:43:04.55 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:04.55 work_queue_worker[1] wq: rx from master: get file-0-533c4a30895b2ce3c27e79c302b4d22f-Out.9.sam 1
2019/11/25 18:43:04.55 work_queue_worker[1] wq: tx to master: file file-0-533c4a30895b2ce3c27e79c302b4d22f-Out.9.sam 7093204
2019/11/25 18:43:05.15 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:05.17 work_queue_worker[1] wq: rx from master: kill 1
2019/11/25 18:43:05.17 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.1
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: task 13
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.99 corr.out 2> create.err.99
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: disk 182600
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: infile file-0-e2087ea59ad023a9a6b94da242aa400a-ref.fasta.99 ref.fasta.99 1
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: outfile file-0-12a31870ee0b20c97a342723c14b134d-create.err.99 create.err.99 1
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: outfile file-0-368be195bd983af01f03384c82747c0b-Corrected_ref.fasta.99 Corrected_ref.fasta.99 1
2019/11/25 18:43:15.40 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:43:15.42 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.13/corr.out
2019/11/25 18:43:15.42 work_queue_worker[1] wq: linking cache/file-0-e2087ea59ad023a9a6b94da242aa400a-ref.fasta.99 to /tmp/worker-0-1/t.13/ref.fasta.99
2019/11/25 18:43:15.42 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.13/Create_Corrected_AllLRReads.py
2019/11/25 18:43:15.42 work_queue_worker[1] wq: started process 61: python Create_Corrected_AllLRReads.py ref.fasta.99 corr.out 2> create.err.99
2019/11/25 18:43:15.42 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:43:15.46 work_queue_worker[1] wq: task 13 (pid 61) exited normally with exit code 0
2019/11/25 18:43:15.46 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.13/create.err.99 to cache/file-0-12a31870ee0b20c97a342723c14b134d-create.err.99
2019/11/25 18:43:15.46 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.13/Corrected_ref.fasta.99 to cache/file-0-368be195bd983af01f03384c82747c0b-Corrected_ref.fasta.99
2019/11/25 18:43:15.46 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:43:15.46 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:43:15.46 work_queue_worker[1] wq: tx to master: result 0 0 0 45316 13
2019/11/25 18:43:15.46 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:43:15.46 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.46 work_queue_worker[1] wq: rx from master: get file-0-12a31870ee0b20c97a342723c14b134d-create.err.99 1
2019/11/25 18:43:15.46 work_queue_worker[1] wq: tx to master: file file-0-12a31870ee0b20c97a342723c14b134d-create.err.99 0
2019/11/25 18:43:15.46 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.46 work_queue_worker[1] wq: rx from master: get file-0-368be195bd983af01f03384c82747c0b-Corrected_ref.fasta.99 1
2019/11/25 18:43:15.46 work_queue_worker[1] wq: tx to master: file file-0-368be195bd983af01f03384c82747c0b-Corrected_ref.fasta.99 1055002
2019/11/25 18:43:15.54 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.56 work_queue_worker[1] wq: rx from master: kill 13
2019/11/25 18:43:15.56 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.13
2019/11/25 18:43:15.56 work_queue_worker[1] wq: rx from master: task 16
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.96 corr.out 2> create.err.96
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: disk 182600
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: infile file-0-2a278d767b3c1eecdf4ecc1907d928f1-ref.fasta.96 ref.fasta.96 1
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: outfile file-0-8796987b711b87df397c5172535dde15-create.err.96 create.err.96 1
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: outfile file-0-babdb4fc35c28283d73c34accba3f8c4-Corrected_ref.fasta.96 Corrected_ref.fasta.96 1
2019/11/25 18:43:15.57 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:43:15.58 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.16/corr.out
2019/11/25 18:43:15.58 work_queue_worker[1] wq: linking cache/file-0-2a278d767b3c1eecdf4ecc1907d928f1-ref.fasta.96 to /tmp/worker-0-1/t.16/ref.fasta.96
2019/11/25 18:43:15.58 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.16/Create_Corrected_AllLRReads.py
2019/11/25 18:43:15.59 work_queue_worker[1] wq: started process 65: python Create_Corrected_AllLRReads.py ref.fasta.96 corr.out 2> create.err.96
2019/11/25 18:43:15.59 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:43:15.63 work_queue_worker[1] wq: task 16 (pid 65) exited normally with exit code 0
2019/11/25 18:43:15.63 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.16/create.err.96 to cache/file-0-8796987b711b87df397c5172535dde15-create.err.96
2019/11/25 18:43:15.63 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.16/Corrected_ref.fasta.96 to cache/file-0-babdb4fc35c28283d73c34accba3f8c4-Corrected_ref.fasta.96
2019/11/25 18:43:15.63 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:43:15.63 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:43:15.63 work_queue_worker[1] wq: tx to master: result 0 0 0 40422 16
2019/11/25 18:43:15.63 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:43:15.63 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.63 work_queue_worker[1] wq: rx from master: get file-0-8796987b711b87df397c5172535dde15-create.err.96 1
2019/11/25 18:43:15.63 work_queue_worker[1] wq: tx to master: file file-0-8796987b711b87df397c5172535dde15-create.err.96 0
2019/11/25 18:43:15.63 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.63 work_queue_worker[1] wq: rx from master: get file-0-babdb4fc35c28283d73c34accba3f8c4-Corrected_ref.fasta.96 1
2019/11/25 18:43:15.63 work_queue_worker[1] wq: tx to master: file file-0-babdb4fc35c28283d73c34accba3f8c4-Corrected_ref.fasta.96 1055000
2019/11/25 18:43:15.70 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: kill 16
2019/11/25 18:43:15.72 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.16
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: task 19
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.93 corr.out 2> create.err.93
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: disk 182600
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: infile file-0-ef7d821ac8daa95f0be4ce10eeaeb3c6-ref.fasta.93 ref.fasta.93 1
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: outfile file-0-feaea966d6f734b99a9e20b93bc845b8-create.err.93 create.err.93 1
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: outfile file-0-a4da2988df1f720002576b7ab4812ae1-Corrected_ref.fasta.93 Corrected_ref.fasta.93 1
2019/11/25 18:43:15.72 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:43:15.74 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.19/corr.out
2019/11/25 18:43:15.74 work_queue_worker[1] wq: linking cache/file-0-ef7d821ac8daa95f0be4ce10eeaeb3c6-ref.fasta.93 to /tmp/worker-0-1/t.19/ref.fasta.93
2019/11/25 18:43:15.74 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.19/Create_Corrected_AllLRReads.py
2019/11/25 18:43:15.74 work_queue_worker[1] wq: started process 69: python Create_Corrected_AllLRReads.py ref.fasta.93 corr.out 2> create.err.93
2019/11/25 18:43:15.74 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:43:15.79 work_queue_worker[1] wq: task 19 (pid 69) exited normally with exit code 0
2019/11/25 18:43:15.79 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.19/create.err.93 to cache/file-0-feaea966d6f734b99a9e20b93bc845b8-create.err.93
2019/11/25 18:43:15.79 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.19/Corrected_ref.fasta.93 to cache/file-0-a4da2988df1f720002576b7ab4812ae1-Corrected_ref.fasta.93
2019/11/25 18:43:15.79 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:43:15.79 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:43:15.79 work_queue_worker[1] wq: tx to master: result 0 0 0 46488 19
2019/11/25 18:43:15.79 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:43:15.79 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.79 work_queue_worker[1] wq: rx from master: get file-0-feaea966d6f734b99a9e20b93bc845b8-create.err.93 1
2019/11/25 18:43:15.79 work_queue_worker[1] wq: tx to master: file file-0-feaea966d6f734b99a9e20b93bc845b8-create.err.93 0
2019/11/25 18:43:15.79 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.79 work_queue_worker[1] wq: rx from master: get file-0-a4da2988df1f720002576b7ab4812ae1-Corrected_ref.fasta.93 1
2019/11/25 18:43:15.79 work_queue_worker[1] wq: tx to master: file file-0-a4da2988df1f720002576b7ab4812ae1-Corrected_ref.fasta.93 1055000
2019/11/25 18:43:15.86 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: kill 19
2019/11/25 18:43:15.89 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.19
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: task 21
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.91 corr.out 2> create.err.91
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: disk 182600
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: infile file-0-678ca30250569a1c64070583ea4b883b-ref.fasta.91 ref.fasta.91 1
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: outfile file-0-29e11c96333145debcf8fa686df17812-create.err.91 create.err.91 1
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: outfile file-0-6b4865887181c85833228f10bd28d782-Corrected_ref.fasta.91 Corrected_ref.fasta.91 1
2019/11/25 18:43:15.89 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:43:15.90 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.21/corr.out
2019/11/25 18:43:15.90 work_queue_worker[1] wq: linking cache/file-0-678ca30250569a1c64070583ea4b883b-ref.fasta.91 to /tmp/worker-0-1/t.21/ref.fasta.91
2019/11/25 18:43:15.90 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.21/Create_Corrected_AllLRReads.py
2019/11/25 18:43:15.90 work_queue_worker[1] wq: started process 73: python Create_Corrected_AllLRReads.py ref.fasta.91 corr.out 2> create.err.91
2019/11/25 18:43:15.90 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:43:15.95 work_queue_worker[1] wq: task 21 (pid 73) exited normally with exit code 0
2019/11/25 18:43:15.95 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.21/create.err.91 to cache/file-0-29e11c96333145debcf8fa686df17812-create.err.91
2019/11/25 18:43:15.95 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.21/Corrected_ref.fasta.91 to cache/file-0-6b4865887181c85833228f10bd28d782-Corrected_ref.fasta.91
2019/11/25 18:43:15.95 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:43:15.95 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:43:15.95 work_queue_worker[1] wq: tx to master: result 0 0 0 45583 21
2019/11/25 18:43:15.95 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:43:15.95 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.95 work_queue_worker[1] wq: rx from master: get file-0-29e11c96333145debcf8fa686df17812-create.err.91 1
2019/11/25 18:43:15.95 work_queue_worker[1] wq: tx to master: file file-0-29e11c96333145debcf8fa686df17812-create.err.91 0
2019/11/25 18:43:15.95 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:15.95 work_queue_worker[1] wq: rx from master: get file-0-6b4865887181c85833228f10bd28d782-Corrected_ref.fasta.91 1
2019/11/25 18:43:15.95 work_queue_worker[1] wq: tx to master: file file-0-6b4865887181c85833228f10bd28d782-Corrected_ref.fasta.91 1055000
2019/11/25 18:43:16.02 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: kill 21
2019/11/25 18:43:16.05 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.21
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: task 24
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.88 corr.out 2> create.err.88
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: disk 182600
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: infile file-0-66a7c2298b067a1446520d30478331eb-ref.fasta.88 ref.fasta.88 1
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: outfile file-0-48ed71d52c23221c6fa74ae0b9a28950-create.err.88 create.err.88 1
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: outfile file-0-35afc4ae40ccbda26951d079aa911878-Corrected_ref.fasta.88 Corrected_ref.fasta.88 1
2019/11/25 18:43:16.05 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:43:16.07 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.24/corr.out
2019/11/25 18:43:16.07 work_queue_worker[1] wq: linking cache/file-0-66a7c2298b067a1446520d30478331eb-ref.fasta.88 to /tmp/worker-0-1/t.24/ref.fasta.88
2019/11/25 18:43:16.07 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.24/Create_Corrected_AllLRReads.py
2019/11/25 18:43:16.07 work_queue_worker[1] wq: started process 77: python Create_Corrected_AllLRReads.py ref.fasta.88 corr.out 2> create.err.88
2019/11/25 18:43:16.07 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:43:16.11 work_queue_worker[1] wq: task 24 (pid 77) exited normally with exit code 0
2019/11/25 18:43:16.11 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.24/create.err.88 to cache/file-0-48ed71d52c23221c6fa74ae0b9a28950-create.err.88
2019/11/25 18:43:16.11 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.24/Corrected_ref.fasta.88 to cache/file-0-35afc4ae40ccbda26951d079aa911878-Corrected_ref.fasta.88
2019/11/25 18:43:16.11 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:43:16.11 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:43:16.11 work_queue_worker[1] wq: tx to master: result 0 0 0 46127 24
2019/11/25 18:43:16.11 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:43:16.11 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:16.11 work_queue_worker[1] wq: rx from master: get file-0-48ed71d52c23221c6fa74ae0b9a28950-create.err.88 1
2019/11/25 18:43:16.11 work_queue_worker[1] wq: tx to master: file file-0-48ed71d52c23221c6fa74ae0b9a28950-create.err.88 0
2019/11/25 18:43:16.11 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:16.11 work_queue_worker[1] wq: rx from master: get file-0-35afc4ae40ccbda26951d079aa911878-Corrected_ref.fasta.88 1
2019/11/25 18:43:16.11 work_queue_worker[1] wq: tx to master: file file-0-35afc4ae40ccbda26951d079aa911878-Corrected_ref.fasta.88 1055000
2019/11/25 18:43:16.18 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:43:16.21 work_queue_worker[1] wq: rx from master: kill 24
2019/11/25 18:43:16.21 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.24
2019/11/25 18:43:16.21 work_queue_worker[1] wq: rx from master: put file-0-043cd4a4ebc802faba77138ff12bc49b-ref.fasta.86 1055000 0644 1
2019/11/25 18:43:16.21 work_queue_worker[1] wq: Putting file file-0-043cd4a4ebc802faba77138ff12bc49b-ref.fasta.86 into workspace
2019/11/25 18:43:16.21 work_queue_worker[1] wq: Dir /cache already exists in cache
2019/11/25 18:43:16.30 work_queue_worker[1] wq: ****BRUNO***** cp BARRA: -> cp ./cache/file-0-043cd4a4ebc802faba77138ff12bc49b-ref.fasta.86 /cache.
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: task 26
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.86 corr.out 2> create.err.86
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: disk 182600
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: infile file-0-043cd4a4ebc802faba77138ff12bc49b-ref.fasta.86 ref.fasta.86 1
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: outfile file-0-b5b0e5864b09fb0eb016523ba6281110-create.err.86 create.err.86 1
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: outfile file-0-220bd94eea5e88999216cdf924ef0cee-Corrected_ref.fasta.86 Corrected_ref.fasta.86 1
2019/11/25 18:43:16.31 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:43:16.31 work_queue_worker[1] wq: tx to master: info cached_files file-0-043cd4a4ebc802faba77138ff12bc49b-ref.fasta.86
2019/11/25 18:43:16.32 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.26/corr.out
